Date,Score,Quality,Sleep_duration,Bedtime,Type,Activity_distance,Activity_calories,Duration,Activity_average_heart_rate,Activity_maximum_heart_rate,Aerobic_TE,Average_running_cadence,Maximum_running_cadence,Average_pace,Best_pace,Maximum_temperature,Activity_average_respiratory_frequency,Activity_minimum_respiratory_frequency,Activity_maximum_respiratory_frequency,Travel_time,Elapsed_time,Minimum_altitude,Maximum_altitude,Highest_HR,Active_calories,Resting_calories,Total_calories,Awake_time,N_activities,Total_duration,Total_distance,Total_aerobic_TE
2024-02-10,32.0,0.0,4.8,3.9333333333333336,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125.0,693,2187,2880,19.450000000000003,0.0,0.0,0.0,0.0
2024-02-09,52.0,0.0,8.05,22.28333333333333,0,10.69,797,55.583333333333336,155.0,185.0,3.9,160.0,207.0,5.2,3.716666666666667,27.0,31.0,20.0,39.0,55.53333333333333,55.583333333333336,-469.0,48,178.0,1011,2187,3198,11.916666666666668,1.0,55.583333333333336,10.69,3.9
2024-02-08,77.0,1.0,8.583333333333334,23.316666666666663,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.0,68,2187,2255,14.616666666666667,0.0,0.0,0.0,0.0
2024-02-07,79.0,1.0,9.516666666666667,22.4,0,7.0,504,38.2,143.0,191.0,3.3,160.0,183.0,5.45,3.966666666666667,26.0,29.0,18.0,43.0,38.16666666666666,38.2,4.0,48,178.0,522,2187,2709,14.083333333333332,1.0,38.2,7.0,3.3
2024-02-06,84.0,2.0,8.733333333333333,22.65,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111.0,226,2187,2413,14.116666666666664,0.0,0.0,0.0,0.0
2024-02-05,88.0,2.0,9.65,22.5,0,6.38,505,41.766666666666666,144.0,192.0,2.9,157.0,254.0,6.55,2.583333333333333,29.0,27.0,16.0,39.0,41.63333333333333,41.766666666666666,26.0,48,172.0,786,2187,2973,14.833333333333332,1.0,41.766666666666666,6.38,2.9
2024-02-04,71.0,1.0,6.983333333333333,23.15,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114.0,349,2187,2536,14.916666666666666,0.0,0.0,0.0,0.0
2024-01-29,92.0,3.0,8.95,23.466666666666665,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115.0,253,2187,2440,17.116666666666667,0.0,0.0,0.0,0.0
2024-01-28,88.0,2.0,8.116666666666667,23.48333333333333,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128.0,570,2187,2757,15.016666666666667,0.0,0.0,0.0,0.0
2024-01-27,16.0,0.0,2.1,2.9166666666666665,0,5.81,478,33.916666666666664,163.0,196.0,3.5,156.0,236.0,5.85,3.733333333333333,27.0,34.0,21.0,43.0,32.25,33.916666666666664,31.0,51,186.0,1422,2187,3609,19.3,1.0,33.916666666666664,5.81,3.5
2024-01-26,83.0,2.0,9.033333333333331,0.1166666666666666,0,6.31,513,35.86666666666667,163.0,199.0,3.5,158.0,239.0,5.683333333333334,3.4333333333333336,26.0,34.0,22.0,42.0,35.1,35.86666666666667,25.0,47,182.0,1112,2187,3299,18.583333333333336,1.0,35.86666666666667,6.31,3.5
2024-01-25,86.0,2.0,9.4,22.8,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115.0,431,2187,2618,13.3,0.0,0.0,0.0,0.0
2024-01-24,68.0,1.0,6.583333333333333,23.933333333333334,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111.0,116,2187,2303,15.7,0.0,0.0,0.0,0.0
2024-01-22,89.0,2.0,8.533333333333333,23.45,0,5.44,462,35.333333333333336,150.0,187.0,3.0,150.0,248.0,6.5,4.416666666666667,27.0,29.0,20.0,38.0,33.083333333333336,35.333333333333336,24.0,47,177.0,1024,2183,3207,15.5,1.0,35.333333333333336,5.44,3.0
2024-01-21,89.0,2.0,8.133333333333333,23.866666666666667,0,7.22,559,37.63333333333333,161.0,189.0,3.8,163.0,255.0,5.216666666666667,3.55,26.0,33.0,20.0,39.0,37.48333333333333,37.63333333333333,32.0,62,183.0,579,2187,2766,15.866666666666667,1.0,37.63333333333333,7.22,3.8
2024-01-16,75.0,1.0,7.75,0.3833333333333333,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,139.0,1496,2187,3683,16.383333333333333,0.0,0.0,0.0,0.0
